Time,Manipulability,ConditionNumber,L1,L2,L3,L4,L5,L6,V1,V2,V3,V4,V5,V6,A1,A2,A3,A4,A5,A6
0.0,,6.468491524531705e+18,500.0,500.0,500.0,500.0,499.99999999999994,500.00000000000006,384.06560140115647,449.2872984563331,476.7702205688379,421.24290347231664,242.60274058662756,232.90958068942618,-349.0516338089544,-343.8054841798429,-307.6033623176995,-335.08437427469096,-394.10513021456023,-371.5135586018175
0.010101010101010102,,2.5686806307034012e+16,503.8794505192036,504.53825553996296,504.81586081382665,504.2549788229527,502.4505327331982,502.352622027166,380.53982732227814,445.8145157878498,473.66311589896213,417.85821282307734,238.6218806854704,229.156918481327,-525.1912275781542,-517.8801073252434,-463.4434300262328,-503.585685840324,-590.5989561205661,-557.0619018711386
0.020202020202020204,7.803836246933216e-05,8.195661829105366e+16,507.68767327923797,509.0063538543,509.56895183634265,508.4415800570319,504.8206440542519,504.6294326965925,373.4556776116988,438.8250740659241,467.4077270329544,411.0694552735222,230.67144854378785,221.65580489404965,-704.500206805893,-696.2180062610423,-623.255996620177,-673.939465589694,-785.9587106972758,-742.1682683244708
0.030303030303030304,0.0003612552658983046,4.6674305210027176e+16,511.4240096628742,513.4034085513957,514.2584411579267,512.5594122628218,507.11056199670895,506.83051707553057,366.3074999120581,431.749505560354,461.07208566421104,404.24327412429557,222.74392693401023,214.16362013133767,-710.7258849838217,-704.5884383637531,-630.9991165817228,-677.5170029166948,-783.6581941348959,-741.2352826983133
0.04040404040404041,,6.472254849563845e+16,515.0878247926129,517.7285660878425,518.8835394255186,516.6081108474217,509.32052136605006,508.9559704770236,359.097578925157,424.5909641999897,454.6602701323136,397.38224309338693,214.83996987439605,206.68135473852817,-716.7316270943447,-712.6559690404029,-638.3513182499337,-680.8477605277876,-781.2945042783031,-740.2065089617518
0.05050505050505051,0.0003161258749561513,5.255867337849596e+18,518.6785062068168,521.9810037877592,523.4434971201956,520.5873363657184,511.4507634083129,511.00589797933924,351.82807310207136,417.3524152767095,448.1760994369397,390.48877391161295,206.9601995748526,199.2099532836255,-722.5294742968435,-720.438566301309,-645.3373101532088,-683.9471880166311,-778.8706950313608,-739.0863461033277
0.06060606060606061,,2.821076478874407e+16,522.1954626330587,526.1599280126245,527.9376020404063,524.4967729466462,513.5015354988753,512.9804139777029,344.50102388885716,410.03664972925617,441.623152755481,383.56512818396004,199.10520835861098,191.75031744351145,-728.1305882877386,-727.9528424047166,-651.9799482458511,-686.8296090955882,-776.3896370431612,-737.8788981422422
0.07070707070707072,0.0005893245379964906,5.994351979282589e+16,525.6381228510361,530.2645724691582,532.3651769738417,528.3361268340813,515.473090849901,514.8796417660768,337.11836424777357,402.6462972483314,435.00478735116485,376.6134282733183,191.27556044266748,184.30330887671153,-733.5453199592594,-735.2141653248364,-658.3003881132172,-689.5083139385788,-773.8540310548487,-736.5879943516957
0.08080808080808081,,7.896786316286424e+16,529.0059346380642,534.294196643904,536.7255775424501,532.1051250329758,517.3656882350908,516.7037131469294,329.6819265159429,395.18383830855237,428.32415501582,369.635667296312,183.47179358982612,176.86975190105295,-738.783272175795,-742.2367602686863,-664.318223568669,-691.9956430724051,-771.2664200339368,-735.2172077453561
0.09090909090909091,0.002637696343366169,1.857762108627721e+16,532.2983637907521,538.2480843541795,541.0181902064845,535.8035140521886,519.1795917305036,518.4527680671082,322.19344965836353,387.65161522270137,421.5842171780605,362.6337183122596,175.6944206440021,169.45043599296696,-743.8533571964217,-749.0338021833268,-670.0516129090392,-694.3030636411495,-768.6292002081664,-733.7698719657965
0.10101010101010102,0.0,8.563693363077046e+16,535.514893217021,542.1255424059788,545.2424304147341,539.4310587362538,520.9150704703233,520.1269542781005,314.65458596652024,380.05184230484883,414.78775879543537,355.6093427783089,167.9439309593581,162.04611812396615,-748.7638492412552,-755.6175001081974,-675.5173939882843,-696.4412387845041,-765.9446310930871,-732.2490967135655
0.11111111111111112,0.0013421338880311004,3.4394788545011104e+16,538.655022093106,545.925899350237,549.3977408892206,542.9875411790231,522.5723984165512,521.7264270191075,307.0669072494493,372.3866152205155,407.9374011378932,348.564198336815,160.22079173303064,154.65752494824847,-753.522432636224,-761.999174141667,-680.7311891545214,-698.4200908007952,-763.214844604996,-730.657781847628
0.12121212121212122,0.00587986806252942,5.034414996429129e+16,541.7182650806462,549.6485043296256,553.4835900336815,546.4727597127551,524.1518541416976,523.2513487214994,299.43191055972784,364.65791959491617,401.03561355999045,341.4998459944545,152.52544925016628,147.28535485431712,-758.1362459445318,-768.1893257233205,-685.707500994984,-700.2488586955005,-760.4418533527196,-728.9986302668403
0.13131313131313133,,1.5199271687863848e+16,544.7041515993632,553.2927260087201,557.499470456089,549.8865279667899,525.6537206236252,524.7018887333361,291.75102349299414,356.8676389432767,394.0847243501157,334.41775674700693,144.8583300491373,139.9302798923527,-762.6119224361973,-774.1977018548278,-690.4597997358069,-701.9361506423393,-757.6275581669406,-727.2741596675578
0.14141414141414144,,1.2931184621497554e+16,547.6122251512118,556.8579515810048,561.44489759631,553.2286739904724,527.0782850517812,526.0782230627591,284.0256090963703,349.0175619816873,387.0869307370449,327.3193176986497,137.2198420144705,132.59294758830583,-766.9556272275822,-780.0333538167833,-695.0006030765289,-703.4899918524588,-754.7737549399908,-725.4867132846803
0.15151515151515152,,2.007297871703017e+16,550.4420426922192,560.3435858467341,565.3194084507769,556.4990394354495,528.4258386441195,527.3805341391604,276.25697041768944,341.10938937122046,380.04430812634746,320.2058377196845,129.61037540388497,125.27398265427837,-771.1730913845531,-785.7046909013407,-699.3415491523774,-704.917868272656,-751.8821408303211,-723.6384696838513
