Time,Manipulability,ConditionNumber,L1,L2,L3,L4,L5,L6,V1,V2,V3,V4,V5,V6,A1,A2,A3,A4,A5,A6
0.0,,6.468491524531705e+18,500.0,500.0,500.0,500.0,499.99999999999994,500.00000000000006,27.319104988771524,92.3607863134806,119.92262206301324,64.60156147093744,-113.54761414380623,-123.26700053864094,-25.364846854763968,-37.33320947280079,7.0418787452729665,-0.9966438794338045,-13.233814589892843,7.139466309799004
0.010101010101010102,,4.3773507332857816e+16,500.27595055544214,500.9329372354897,501.2113396167981,500.65254102495896,498.85305440258776,498.754878782438,27.06289441448098,91.98368318749272,119.99375215134933,64.59149436104417,-113.68128903865363,-123.19488471732984,-38.50955714549423,-56.58068444302535,10.361249112216683,-1.3197121785619856,-19.484799707911407,10.99972932194396
0.020202020202020204,0.00017767585824078434,2.8334740883592856e+16,500.5467251396865,501.85825622601,502.4241162050778,501.3048786739605,497.70340830224933,497.511214450155,26.5411341373474,91.21774218331848,120.1319402268964,64.57490061884528,-113.94124646113778,-123.04478378466229,-52.572486411863565,-76.98091901846601,13.2790356085834,-1.2910875529519217,-25.00016473006417,15.44204186904335
0.030303030303030304,0.00023154934213750008,1.7487194275115056e+17,500.8121350834693,502.7757199058597,503.6382475001697,501.95708447180425,496.5512110397364,496.26912557466704,26.000823981918074,90.42851310631158,120.26201549697726,64.56541178421685,-114.1863428715842,-122.88292427553097,-54.396176116422794,-79.26850780396308,12.478956818261395,-0.5854062306443666,-23.52134674733952,16.608113917769515
0.04040404040404041,0.0004770679478293695,4.666980088055082e+16,501.07199431103834,503.68509487462234,504.8536518716833,502.609230427177,495.3966134967628,495.0287311314574,25.442221488530777,89.61635818727882,120.38404036463908,64.56307423034741,-114.41642518330627,-122.70926633177805,-56.19429449567906,-81.52030019578524,11.685017072322808,0.12471402697883605,-22.02732106570329,17.778118198786615
0.05050505050505051,,1.0982638094239666e+17,501.3261193559649,504.5861513843906,506.070248315617,503.26138900171026,494.2397681067403,493.79015049725734,24.865585709278093,88.78163835488158,120.49807644793327,64.56793125950935,-114.63133925674992,-122.52377037252518,-57.966697107863865,-83.73642867839226,10.897138282875858,0.8389684576504806,-20.517984489795708,18.95202644260371
0.06060606060606061,,7.022375736781894e+16,501.5743293758722,505.478663326236,507.28795644638905,503.9136330788842,493.08082886531326,492.55350344716396,24.27117710251332,87.92471316347292,120.60418457237392,64.58002308807772,-114.83092992047386,-122.32639711071533,-59.71324978747157,-85.91703263528689,10.11524164765251,1.557050848739891,-18.993236004309438,20.129808701027287
0.07070707070707072,0.0010471716801524064,9.656124022163366e+16,501.81644616611663,506.3624082159759,508.5066964887962,504.56603593278254,491.9199513406702,491.3189101515863,23.65925743074331,87.04594072588588,120.70242476404746,64.59938683221117,-115.01504099421072,-122.11710757048422,-61.43382832381576,-88.06225787144285,9.339247722584332,2.278653594517891,-17.45297698665854,21.31143326989786
0.08080808080808081,,3.952334324208192e+16,502.0522941724529,507.2371671792842,509.7263892699052,505.2186711967066,490.75729268361204,490.08649117301275,23.030089661628153,86.14567765091851,120.79285624353724,64.62605649402758,-115.18351531414373,-121.89586310526283,-63.12831815057143,-90.17225614905874,8.569076493105968,3.003467753782388,-15.89711142253509,22.496866609868448
0.09090909090909091,,3.4876077877391172e+16,502.2817005027152,508.1027249361965,510.94695621088783,505.8716128316518,489.5930116373542,488.8563674625911,22.383937872145907,85.22427898550086,120.87553742047385,64.6600629484492,-115.33619476032254,-121.6626254167495,-64.79661403225691,-92.24718474528072,7.804647441509587,3.7311831154074753,-14.325546132089585,23.686073263013895
