Time,Manipulability,ConditionNumber,L1,L2,L3,L4,L5,L6,V1,V2,V3,V4,V5,V6,A1,A2,A3,A4,A5,A6
0.0,,6.468491524531705e+18,500.0,500.0,500.0,500.0,499.99999999999994,500.00000000000006,-61.77423361028803,3.221915794858489,30.80360598874557,-24.465321960909645,-202.4903040315057,-212.2162875487643,64.27518501366038,47.852018777844805,94.30908776912275,91.29278995828706,91.167366060129,110.97569261458155
0.010101010101010102,,2.4341450381125584e+16,499.3760178423203,500.03254460398847,500.31114753523985,499.7528755357484,497.9546433936211,497.8564011358711,-61.12498931722075,3.7052695198872243,31.756223036918527,-23.543172567391593,-201.56942154604985,-211.09532095669783,95.86437947008244,71.15285567057066,141.30015131847995,137.04811548545172,136.90822827792726,166.61103527515115
0.020202020202020204,0.00019065065084123575,3.1149932383299708e+16,498.7651517309653,500.07485392969465,500.6415398593317,499.5243803521739,495.9278904738171,495.73544806148095,-59.83757947957929,4.659347222546785,33.65815450023001,-21.69667316322375,-199.72448123801223,-208.8504080482562,126.36779572353907,93.2198148494681,187.96676941855003,183.02320414491805,182.96155982637538,222.5360613188859
0.030303030303030304,0.00038823265787766285,8.205114736865541e+16,498.1671778528338,500.1266728307065,500.99111025241615,499.3145589061882,493.9198053888127,493.63720097328,-58.572104555129044,5.5884981027047615,35.55353151002055,-19.84573409981749,-197.87322841824425,-206.59964295025566,124.21834706401069,90.78491192841469,187.32285923140603,183.46650914868576,183.58292677041027,223.10487414980162
0.04040404040404041,,1.5054663495912336e+17,497.5818768914677,500.1877528812644,501.35979302115027,499.12345643096546,491.9304515158728,491.56171790086967,-57.3281179227306,6.493385847363243,37.44245468672307,-17.990279039007874,-196.0157352426504,-204.34323887351275,122.11324820451227,88.41553891478537,186.68880950673883,183.91731992694804,184.1975704723336,223.65271508860496
0.05050505050505051,,4.5233169325195066e+17,497.009034056415,500.2578523427744,501.7475234784105,498.9511189256022,489.95989154552683,489.5090547334111,-56.10517024796718,7.37467060603376,39.32502261116679,-16.130232687151874,-194.15206537839913,-202.081406281799,120.05274876953217,86.11132404090495,186.0644153971209,184.3755309600566,184.80634611220376,224.17986926794947
0.06060606060606061,0.0011391307050389809,9.349848705074517e+16,496.4484391086804,500.33673612583067,502.1542379223859,498.79759314435626,488.00818756883433,487.47926524871207,-54.902809866780444,8.233008555260312,41.20133176545278,-14.265520837794611,-192.2822737050301,-199.81435262567538,118.03706077782226,83.87185334114298,185.4494663339849,184.8410324024826,185.41013824436595,224.68664828917645
0.07070707070707072,,1.6737714534405302e+16,495.8998863823386,500.4241757479311,502.57987361508634,498.6629265854447,486.07540116764744,485.47240114501363,-53.72058316154653,9.069051481612405,43.07147647649981,-12.39607041639465,-190.4064060199271,-197.5422820739368,116.06635939765147,81.69667247036153,184.84374629000013,185.31370986311958,186.00986032976834,225.1733904254561
0.08080808080808081,0.0014686164188544215,1.6143082987919288e+16,495.3631748023866,500.5199492870754,503.02436876029503,498.54716747937863,484.16159350782567,483.4885120755012,-52.55803492945415,9.883446382944385,44.93554886222046,-10.521809527428559,-188.52449874887316,-195.26539524334294,114.14078372655649,79.58528849553119,184.24703404198954,185.79344418846637,186.6064542128479,225.6404607807799
0.09090909090909091,,1.224701812820897e+16,494.8381078989153,500.6238413314249,503.4876624809898,498.45036477680986,482.26682543534696,481.52764568555216,-51.414708742828225,10.676835087582731,46.79363878037839,-8.642667503496341,-186.63657866209178,-192.98388892685034,112.26043759485447,77.53717166573551,183.65910343186442,186.280111254995,187.20088954166386,226.08825141693524
0.10101010101010102,0.0033295604248660816,4.89019354098061e+16,494.324493817683,500.73564292520837,503.9696947962622,498.3725681358736,480.39115757525815,479.5898476527365,-50.29014730127528,11.449853891343082,48.6458337800359,-6.758574956620578,-184.7426625965163,-190.6979558207786,110.42539039401345,75.55175716453039,183.07972363422368,186.77358176422052,187.79416313329784,226.51718144713777
